NumeroFactura,FechaVenta,Precio,Cantidad,ReferenciaProducto,CodigoMarca,IdUser,MedioPago,Talla,Color,Fabricante,ClaseProducto,NombreTienda,DepartamentoTienda,CiudadTienda
fact7609,2024-09-07,22680.67,1.0,ref23,marca2,id16548,EFECTIVO,talla6,color881,fabricante1,claseprod9,tienda85,CUNDINAMARCA,SOACHA
fact9424,2024-09-07,16798.32,1.0,ref454,marca2,id16549,TARJETA DE CREDITO,talla32,color30,fabricante3,claseprod20,tienda71,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10950,2024-09-07,19319.33,1.0,ref94,marca1,id16550,EFECTIVO,talla18,color1,fabricante3,claseprod4,tienda4,VALLE DEL CAUCA,TULUÁ
fact9477,2024-09-07,21000.0,1.0,ref353,marca1,id16551,TRANSACCION TEF,talla6,color1,fabricante1,claseprod1,tienda42,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10951,2024-09-07,25201.68,1.0,ref30,marca2,id16552,TARJETA DE CREDITO,talla6,color1230,fabricante1,claseprod2,tienda13,BOYACÁ,DUITAMA
fact3694,2024-09-07,22680.67,1.0,ref23,marca2,id16553,TARJETA DE CREDITO,talla2,color912,fabricante1,claseprod9,tienda105,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10952,2024-09-07,31084.03,1.0,ref350,marca1,id16554,TARJETA DE DEBITO,talla2,color1,fabricante1,claseprod1,tienda15,CALDAS,MANIZALES
fact8097,2024-09-07,21000.0,1.0,ref131,marca1,id16555,TARJETA DE CREDITO,talla22,color10,fabricante3,claseprod4,tienda105,BOGOTÁ D.C.,BOGOTÁ D.C.
fact8521,2024-09-07,756.3,1.0,ref874,marca3,id16556,EFECTIVO,talla8,color30,fabricante30,claseprod27,tienda54,BOGOTÁ D.C.,BOGOTÁ D.C.
fact7468,2024-09-07,756.3,1.0,ref874,marca3,id12857,EFECTIVO,talla8,color30,fabricante30,claseprod27,tienda84,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10953,2024-09-07,840.34,1.0,ref869,marca3,id16557,EFECTIVO,talla8,color30,fabricante30,claseprod27,tienda74,ANTIOQUIA,MEDELLÍN
fact10954,2024-09-07,25201.68,1.0,ref168,marca2,id16558,TARJETA DE CREDITO,talla3,color5,fabricante1,claseprod9,tienda61,NORTE DE SANTANDER,CÚCUTA
fact10955,2024-09-07,22680.67,1.0,ref351,marca8,id16559,EFECTIVO,talla9,color755,fabricante1,claseprod18,tienda5,ANTIOQUIA,MEDELLÍN
fact10956,2024-09-07,14277.31,1.0,ref83,marca1,id16560,TARJETA DE DEBITO,talla3,color5,fabricante1,claseprod1,tienda22,ANTIOQUIA,MEDELLÍN
fact10919,2024-09-07,9235.29,1.0,ref12,marca4,id16561,TARJETA DE CREDITO,talla6,color986,fabricante1,claseprod1,tienda45,RISARALDA,DOSQUEBRADAS
fact9021,2024-09-07,11756.3,1.0,ref151,marca1,id16562,EFECTIVO,talla6,color130,fabricante1,claseprod1,tienda105,BOGOTÁ D.C.,BOGOTÁ D.C.
fact8434,2024-09-07,11756.3,1.0,ref406,marca1,id16563,TRANSACCION TEF,talla2,color767,fabricante1,claseprod1,tienda94,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10957,2024-09-07,14277.31,2.0,ref84,marca1,id16564,TARJETA DE DEBITO,talla2,color6,fabricante1,claseprod1,tienda11,BOYACÁ,CHIQUINQUIRÁ
fact10958,2024-09-07,9235.29,1.0,ref12,marca4,id16565,EFECTIVO,talla2,color36,fabricante1,claseprod1,tienda9,RISARALDA,PEREIRA
fact10959,2024-09-07,14277.31,1.0,ref83,marca1,id16566,TARJETA DE CREDITO,talla2,color6,fabricante1,claseprod1,tienda61,NORTE DE SANTANDER,CÚCUTA
fact10960,2024-09-07,63016.81,1.0,ref174,marca1,id16567,TARJETA DE CREDITO,talla25,color14,fabricante1,claseprod1,tienda5,ANTIOQUIA,MEDELLÍN
fact10961,2024-09-07,19319.33,1.0,ref96,marca2,id16568,MULTIPLE,talla6,color6,fabricante1,claseprod2,tienda86,TOLIMA,IBAGUÉ
fact10414,2024-09-07,26042.02,1.0,ref57,marca2,id16569,EFECTIVO,talla2,color570,fabricante1,claseprod9,tienda57,CUNDINAMARCA,LA MESA
fact8959,2024-09-07,26042.02,1.0,ref57,marca2,id16570,TARJETA DE DEBITO,talla6,color1006,fabricante1,claseprod9,tienda77,VALLE DEL CAUCA,CARTAGO
fact10962,2024-09-07,15957.98,1.0,ref251,marca1,id16571,TRANSACCION TEF,talla2,color6,fabricante1,claseprod1,tienda53,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10963,2024-09-07,13436.97,2.0,ref35,marca1,id16572,TARJETA DE DEBITO,talla6,color6,fabricante1,claseprod1,tienda40,ANTIOQUIA,EL CARMEN DE VIBORAL
fact10400,2024-09-07,756.3,1.0,ref874,marca3,id16573,EFECTIVO,talla8,color30,fabricante30,claseprod27,tienda36,META,ACACÍAS
fact10964,2024-09-07,22680.67,1.0,ref146,marca2,id16574,TRANSACCION TEF,talla3,color5,fabricante1,claseprod7,tienda24,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10965,2024-09-07,17638.66,2.0,ref60,marca2,id16575,EFECTIVO,talla3,color6,fabricante1,claseprod2,tienda22,ANTIOQUIA,MEDELLÍN
fact10966,2024-09-07,840.34,1.0,ref869,marca3,id16576,EFECTIVO,talla8,color30,fabricante30,claseprod27,tienda64,ANTIOQUIA,LA CEJA
fact8301,2024-09-07,17638.66,1.0,ref46,marca2,id16577,EFECTIVO,talla2,color6,fabricante1,claseprod2,tienda94,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10967,2024-09-07,756.3,1.0,ref874,marca3,id16578,TARJETA DE DEBITO,talla8,color30,fabricante30,claseprod27,tienda13,BOYACÁ,DUITAMA
fact9468,2024-09-07,9235.29,1.0,ref12,marca4,id16579,TARJETA DE DEBITO,talla6,color6,fabricante1,claseprod1,tienda54,BOGOTÁ D.C.,BOGOTÁ D.C.
fact9667,2024-09-07,13436.97,1.0,ref279,marca1,id16580,EFECTIVO,talla6,color898,fabricante1,claseprod1,tienda12,HUILA,GARZÓN
fact10968,2024-09-07,22680.67,1.0,ref23,marca2,id16581,TARJETA DE CREDITO,talla3,color1231,fabricante1,claseprod9,tienda37,ANTIOQUIA,SABANETA
fact8488,2024-09-07,10075.63,1.0,ref378,marca2,id16582,TARJETA DE CREDITO,talla11,color1,fabricante3,claseprod8,tienda28,ANTIOQUIA,BELLO
fact10969,2024-09-07,840.34,1.0,ref869,marca3,id16583,TARJETA DE DEBITO,talla8,color30,fabricante30,claseprod27,tienda25,CUNDINAMARCA,MOSQUERA
fact8999,2024-09-07,19319.33,1.0,ref968,marca4,id16584,EFECTIVO,talla25,color116,fabricante2,claseprod4,tienda48,META,GRANADA
fact10970,2024-09-07,17638.66,1.0,ref357,marca2,id16585,TRANSACCION TEF,talla2,color5,fabricante1,claseprod2,tienda82,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10971,2024-09-07,13436.97,1.0,ref53,marca1,id16586,EFECTIVO,talla2,color36,fabricante1,claseprod1,tienda23,TOLIMA,IBAGUÉ
fact10972,2024-09-07,756.3,1.0,ref874,marca3,id16587,EFECTIVO,talla8,color30,fabricante30,claseprod27,tienda9,RISARALDA,PEREIRA
fact10413,2024-09-07,19319.33,1.0,ref866,marca1,id16588,TARJETA DE DEBITO,talla2,color200,fabricante1,claseprod1,tienda24,BOGOTÁ D.C.,BOGOTÁ D.C.
fact9922,2024-09-07,27722.69,1.0,ref127,marca2,id16589,TARJETA DE DEBITO,talla6,color27,fabricante1,claseprod3,tienda37,ANTIOQUIA,SABANETA
fact10973,2024-09-08,8394.96,2.0,ref234,marca4,id16590,TARJETA DE CREDITO,talla18,color21,fabricante3,claseprod4,tienda61,NORTE DE SANTANDER,CÚCUTA
fact10974,2024-09-08,19319.33,1.0,ref34,marca2,id16591,TARJETA DE DEBITO,talla3,color5,fabricante1,claseprod2,tienda22,ANTIOQUIA,MEDELLÍN
fact10975,2024-09-08,46210.08,1.0,ref714,marca1,id16592,TRANSACCION TEF,talla17,color32,fabricante1,claseprod1,tienda47,BOGOTÁ D.C.,BOGOTÁ D.C.
fact9690,2024-09-08,840.34,1.0,ref1105,marca3,id16593,EFECTIVO,talla8,color30,fabricante30,claseprod27,tienda41,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10193,2024-09-08,21000.0,1.0,ref218,marca1,id16594,TRANSACCION TEF,talla3,color137,fabricante1,claseprod1,tienda42,BOGOTÁ D.C.,BOGOTÁ D.C.
fact9579,2024-09-08,17638.66,1.0,ref46,marca2,id16595,EFECTIVO,talla6,color27,fabricante1,claseprod2,tienda101,VALLE DEL CAUCA,ZARZAL
fact10976,2024-09-08,10915.97,1.0,ref224,marca2,id16596,TARJETA DE DEBITO,talla11,color66,fabricante3,claseprod8,tienda60,ANTIOQUIA,BELLO
fact10977,2024-09-08,58815.13,1.0,ref641,marca1,id16597,TARJETA DE CREDITO,talla1,color6,fabricante1,claseprod1,tienda40,ANTIOQUIA,EL CARMEN DE VIBORAL
fact8171,2024-09-08,840.34,1.0,ref869,marca3,id16598,TARJETA DE CREDITO,talla8,color30,fabricante30,claseprod27,tienda83,CUNDINAMARCA,GIRARDOT
fact10978,2024-09-08,0.0,1.0,ref60,marca2,id16599,TRANSACCION TEF,talla2,color604,fabricante1,claseprod2,tienda105,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10979,2024-09-08,12596.64,1.0,ref230,marca1,id16600,TRANSACCION TEF,talla6,color1065,fabricante1,claseprod1,tienda3,ATLÁNTICO,BARRANQUILLA
fact10356,2024-09-08,27722.69,1.0,ref59,marca2,id16601,TRANSACCION TEF,talla7,color5,fabricante1,claseprod9,tienda47,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10980,2024-09-08,58815.13,1.0,ref207,marca1,id16602,EFECTIVO,talla25,color1,fabricante1,claseprod1,tienda30,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10981,2024-09-08,0.0,1.0,ref1020,marca1,id16603,TARJETA DE CREDITO,talla6,color1033,fabricante1,claseprod7,tienda61,NORTE DE SANTANDER,CÚCUTA
fact9399,2024-09-08,19319.33,1.0,ref34,marca2,id16604,EFECTIVO,talla2,color506,fabricante1,claseprod2,tienda77,VALLE DEL CAUCA,CARTAGO
fact10982,2024-09-08,0.0,1.0,ref12,marca4,id16605,TARJETA DE CREDITO,talla6,color5,fabricante1,claseprod1,tienda11,BOYACÁ,CHIQUINQUIRÁ
fact9092,2024-09-08,756.3,1.0,ref874,marca3,id16606,EFECTIVO,talla8,color30,fabricante30,claseprod27,tienda7,ANTIOQUIA,EL SANTUARIO
fact4591,2024-09-08,19319.33,1.0,ref96,marca2,id16607,EFECTIVO,talla2,color566,fabricante1,claseprod2,tienda30,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10983,2024-09-08,23521.01,1.0,ref55,marca1,id16608,TARJETA DE DEBITO,talla3,color145,fabricante1,claseprod1,tienda66,CUNDINAMARCA,FUSAGASUGÁ
fact10984,2024-09-08,840.34,1.0,ref869,marca3,id16609,TARJETA DE CREDITO,talla8,color30,fabricante30,claseprod27,tienda52,HUILA,PITALITO
fact10985,2024-09-08,19319.33,1.0,ref34,marca2,id16610,EFECTIVO,talla3,color6,fabricante1,claseprod2,tienda54,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10986,2024-09-08,0.0,1.0,ref106,marca1,id16611,EFECTIVO,talla7,color998,fabricante1,claseprod1,tienda46,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10987,2024-09-08,13436.97,1.0,ref112,marca1,id16612,TARJETA DE CREDITO,talla2,color1232,fabricante1,claseprod1,tienda63,ANTIOQUIA,MEDELLÍN
fact10988,2024-09-08,16798.32,1.0,ref56,marca1,id16613,TARJETA DE DEBITO,talla6,color3,fabricante1,claseprod1,tienda37,ANTIOQUIA,SABANETA
fact10989,2024-09-08,19319.33,1.0,ref105,marca2,id16614,TRANSACCION TEF,talla9,color10,fabricante3,claseprod8,tienda87,BOGOTÁ D.C.,BOGOTÁ D.C.
fact9064,2024-09-08,17638.66,1.0,ref93,marca2,id16615,TRANSACCION TEF,talla2,color35,fabricante1,claseprod2,tienda98,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10990,2024-09-08,15957.98,1.0,ref100,marca1,id16616,TRANSACCION TEF,talla2,color324,fabricante1,claseprod1,tienda2,BOGOTÁ D.C.,BOGOTÁ D.C.
fact7896,2024-09-08,19319.33,1.0,ref45,marca1,id16617,TRANSACCION TEF,talla13,color30,fabricante3,claseprod12,tienda109,BOGOTÁ D.C.,BOGOTÁ D.C.
fact7490,2024-09-08,14277.31,1.0,ref84,marca1,id16618,TARJETA DE CREDITO,talla6,color5,fabricante1,claseprod1,tienda94,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10961,2024-09-08,21000.0,1.0,ref131,marca1,id16619,TARJETA DE CREDITO,talla22,color10,fabricante3,claseprod4,tienda93,BOGOTÁ D.C.,BOGOTÁ D.C.
fact8667,2024-09-08,22680.67,1.0,ref23,marca2,id16620,EFECTIVO,talla6,color1233,fabricante1,claseprod9,tienda29,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATÉ
fact10517,2024-09-08,20159.66,1.0,ref109,marca1,id16621,EFECTIVO,talla2,color68,fabricante1,claseprod1,tienda47,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10991,2024-09-08,16798.32,1.0,ref570,marca1,id16622,TARJETA DE CREDITO,talla13,color30,fabricante3,claseprod4,tienda37,ANTIOQUIA,SABANETA
fact10992,2024-09-08,15957.98,1.0,ref1106,marca1,id10690,EFECTIVO,talla2,color1123,fabricante1,claseprod7,tienda2,BOGOTÁ D.C.,BOGOTÁ D.C.
fact7646,2024-09-08,21000.0,1.0,ref298,marca2,id16623,TARJETA DE DEBITO,talla13,color21,fabricante3,claseprod8,tienda90,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10993,2024-09-08,9235.29,2.0,ref81,marca13,id16624,EFECTIVO,talla11,color30,fabricante3,claseprod11,tienda76,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10769,2024-09-08,756.3,1.0,ref874,marca3,id16625,EFECTIVO,talla8,color30,fabricante30,claseprod27,tienda33,ANTIOQUIA,ITAGUI
fact10994,2024-09-08,22680.67,1.0,ref188,marca8,id16626,EFECTIVO,talla21,color1234,fabricante1,claseprod18,tienda47,BOGOTÁ D.C.,BOGOTÁ D.C.
fact9217,2024-09-08,11756.3,1.0,ref151,marca1,id16627,EFECTIVO,talla2,color130,fabricante1,claseprod1,tienda20,BOGOTÁ D.C.,BOGOTÁ D.C.
fact9913,2024-09-08,0.0,1.0,ref456,marca16,id16628,EFECTIVO,talla21,color612,fabricante1,claseprod14,tienda87,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10995,2024-09-08,25201.68,1.0,ref1107,marca38,id16629,TARJETA DE DEBITO,talla8,color30,fabricante21,claseprod4,tienda25,CUNDINAMARCA,MOSQUERA
fact10996,2024-09-08,25201.68,1.0,ref168,marca2,id16630,TARJETA DE CREDITO,talla3,color582,fabricante1,claseprod9,tienda47,BOGOTÁ D.C.,BOGOTÁ D.C.
fact8756,2024-09-08,5033.61,1.0,ref453,marca1,id16631,EFECTIVO,talla4,color6,fabricante1,claseprod1,tienda106,CUNDINAMARCA,FUSAGASUGÁ
fact7634,2024-09-08,13436.97,1.0,ref7,marca31,id16632,MULTIPLE,talla5,color483,fabricante1,claseprod5,tienda46,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10997,2024-09-08,71420.17,1.0,ref138,marca1,id16633,TRANSACCION TEF,talla36,color1,fabricante1,claseprod1,tienda47,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2720,2024-09-08,42008.4,1.0,ref875,marca1,id16634,EFECTIVO,talla6,color6,fabricante1,claseprod7,tienda34,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10998,2024-09-08,33605.04,1.0,ref124,marca1,id16635,TRANSACCION TEF,talla3,color6,fabricante1,claseprod1,tienda47,BOGOTÁ D.C.,BOGOTÁ D.C.
fact8685,2024-09-08,22680.67,1.0,ref107,marca1,id16636,TRANSACCION TEF,talla7,color6,fabricante1,claseprod1,tienda78,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10999,2024-09-08,0.0,1.0,ref12,marca4,id16637,EFECTIVO,talla6,color47,fabricante1,claseprod1,tienda49,BOGOTÁ D.C.,BOGOTÁ D.C.
fact11000,2024-09-08,0.0,1.0,ref106,marca1,id16638,TARJETA DE DEBITO,talla2,color229,fabricante1,claseprod1,tienda48,META,GRANADA
fact9307,2024-09-08,31084.03,1.0,ref73,marca2,id16639,TRANSACCION TEF,talla16,color622,fabricante1,claseprod9,tienda47,BOGOTÁ D.C.,BOGOTÁ D.C.
fact11001,2024-09-08,25201.68,1.0,ref168,marca2,id16640,TARJETA DE CREDITO,talla2,color1,fabricante1,claseprod9,tienda83,CUNDINAMARCA,GIRARDOT
fact11002,2024-09-08,8394.96,1.0,ref514,marca5,id16641,TARJETA DE DEBITO,talla11,color717,fabricante1,claseprod13,tienda34,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10265,2024-09-08,12596.64,1.0,ref258,marca1,id16642,TARJETA DE CREDITO,talla6,color1,fabricante1,claseprod1,tienda25,CUNDINAMARCA,MOSQUERA
fact8430,2024-09-08,21004.2,1.0,ref1108,marca1,id16643,EFECTIVO,talla8,color30,fabricante2,claseprod4,tienda46,BOGOTÁ D.C.,BOGOTÁ D.C.
fact11003,2024-09-08,8394.96,3.0,ref471,marca9,id16644,TRANSACCION TEF,talla8,color30,fabricante1,claseprod10,tienda67,BOGOTÁ D.C.,BOGOTÁ D.C.
fact10478,2024-09-08,50411.76,1.0,ref643,marca1,id16645,TARJETA DE DEBITO,talla17,color14,fabricante1,claseprod1,tienda5,ANTIOQUIA,MEDELLÍN
fact8003,2024-09-08,0.0,1.0,ref48,marca5,id16646,EFECTIVO,talla7,color1,fabricante1,claseprod3,tienda99,BOGOTÁ D.C.,BOGOTÁ D.C.
fact11004,2024-09-08,840.34,1.0,ref1105,marca3,id16647,EFECTIVO,talla8,color30,fabricante30,claseprod27,tienda65,CUNDINAMARCA,SOACHA
fact8219,2024-09-08,756.3,1.0,ref874,marca3,id16648,EFECTIVO,talla8,color30,fabricante30,claseprod27,tienda7,ANTIOQUIA,EL SANTUARIO
fact11005,2024-09-08,17638.66,1.0,ref481,marca2,id16649,EFECTIVO,talla7,color6,fabricante1,claseprod2,tienda34,BOGOTÁ D.C.,BOGOTÁ D.C.
fact11006,2024-09-08,16798.32,1.0,ref375,marca1,id16650,TRANSACCION TEF,talla6,color1107,fabricante1,claseprod1,tienda2,BOGOTÁ D.C.,BOGOTÁ D.C.
fact9737,2024-09-08,14277.31,1.0,ref83,marca1,id16651,TRANSACCION TEF,talla6,color6,fabricante1,claseprod1,tienda53,BOGOTÁ D.C.,BOGOTÁ D.C.
fact11007,2024-09-08,25201.68,1.0,ref26,marca2,id16652,TRANSACCION TEF,talla2,color6,fabricante1,claseprod9,tienda47,BOGOTÁ D.C.,BOGOTÁ D.C.
fact9253,2024-09-08,27722.69,1.0,ref390,marca2,id16653,TRANSACCION TEF,talla7,color6,fabricante1,claseprod3,tienda92,BOGOTÁ D.C.,BOGOTÁ D.C.
fact8837,2024-09-08,25201.68,1.0,ref267,marca2,id16654,TRANSACCION TEF,talla2,color699,fabricante1,claseprod9,tienda88,BOGOTÁ D.C.,BOGOTÁ D.C.
fact7186,2024-09-08,14277.31,1.0,ref137,marca1,id16655,TARJETA DE CREDITO,talla6,color5,fabricante1,claseprod1,tienda56,HUILA,PITALITO
fact11008,2024-09-08,25201.68,1.0,ref1109,marca2,id16656,TARJETA DE CREDITO,talla2,color1,fabricante1,claseprod7,tienda65,CUNDINAMARCA,SOACHA
fact9085,2024-09-08,50411.76,1.0,ref643,marca1,id16657,TRANSACCION TEF,talla36,color6,fabricante1,claseprod1,tienda98,BOGOTÁ D.C.,BOGOTÁ D.C.
fact7952,2024-09-08,25201.68,1.0,ref30,marca2,id16658,MULTIPLE,talla6,color841,fabricante1,claseprod2,tienda104,BOYACÁ,TUNJA
fact9239,2024-09-08,19319.33,1.0,ref34,marca2,id16659,TARJETA DE CREDITO,talla6,color566,fabricante1,claseprod2,tienda85,CUNDINAMARCA,SOACHA
fact9786,2024-09-08,25201.68,1.0,ref168,marca2,id16660,MULTIPLE,talla7,color139,fabricante1,claseprod9,tienda5,ANTIOQUIA,MEDELLÍN
fact11009,2024-09-08,17638.66,1.0,ref46,marca2,id16661,TRANSACCION TEF,talla6,color506,fabricante1,claseprod2,tienda2,BOGOTÁ D.C.,BOGOTÁ D.C.
fact11010,2024-09-08,19319.33,2.0,ref105,marca2,id16662,TARJETA DE CREDITO,talla9,color10,fabricante3,claseprod8,tienda23,TOLIMA,IBAGUÉ
fact11011,2024-09-08,19319.33,1.0,ref105,marca2,id16663,EFECTIVO,talla9,color10,fabricante3,claseprod8,tienda40,ANTIOQUIA,EL CARMEN DE VIBORAL
fact9255,2024-09-08,0.0,1.0,ref30,marca2,id16664,EFECTIVO,talla3,color168,fabricante1,claseprod2,tienda105,BOGOTÁ D.C.,BOGOTÁ D.C.
fact11012,2024-09-08,19319.33,2.0,ref105,marca2,id16665,EFECTIVO,talla9,color10,fabricante3,claseprod8,tienda65,CUNDINAMARCA,SOACHA
fact11013,2024-09-08,1260.5,1.0,ref1104,marca3,id16666,EFECTIVO,talla8,color30,fabricante30,claseprod27,tienda49,BOGOTÁ D.C.,BOGOTÁ D.C.
fact11014,2024-09-09,16798.32,1.0,ref149,marca1,id16667,MULTIPLE,talla7,color198,fabricante1,claseprod7,tienda74,ANTIOQUIA,MEDELLÍN
fact11015,2024-09-09,756.3,1.0,ref874,marca3,id16668,TARJETA DE CREDITO,talla8,color30,fabricante30,claseprod27,tienda18,CALDAS,MANIZALES
fact11016,2024-09-09,16798.32,1.0,ref225,marca1,id16669,TARJETA DE CREDITO,talla33,color30,fabricante3,claseprod21,tienda86,TOLIMA,IBAGUÉ
fact8143,2024-09-09,12596.64,1.0,ref331,marca1,id16670,TARJETA DE DEBITO,talla6,color1074,fabricante1,claseprod1,tienda82,BOGOTÁ D.C.,BOGOTÁ D.C.
fact8646,2024-09-09,11756.3,1.0,ref406,marca1,id16671,EFECTIVO,talla7,color1235,fabricante1,claseprod1,tienda68,CUNDINAMARCA,CAJICÁ
fact11017,2024-09-09,14277.31,1.0,ref106,marca1,id16672,EFECTIVO,talla7,color1112,fabricante1,claseprod1,tienda9,RISARALDA,PEREIRA
fact11018,2024-09-09,14277.31,1.0,ref1014,marca1,id16673,EFECTIVO,talla2,color1236,fabricante1,claseprod7,tienda61,NORTE DE SANTANDER,CÚCUTA
fact7006,2024-09-09,15957.98,1.0,ref100,marca1,id16674,EFECTIVO,talla6,color6,fabricante1,claseprod1,tienda18,CALDAS,MANIZALES
fact4070,2024-09-09,756.3,1.0,ref874,marca3,id16675,EFECTIVO,talla8,color30,fabricante30,claseprod27,tienda9,RISARALDA,PEREIRA
fact7067,2024-09-09,20159.66,1.0,ref109,marca1,id16676,EFECTIVO,talla3,color150,fabricante1,claseprod1,tienda16,RISARALDA,SANTA ROSA DE CABAL
fact11019,2024-09-09,11170.0,2.0,ref375,marca1,id4354,EFECTIVO,talla2,color1229,fabricante1,claseprod1,tienda108,BOGOTÁ D.C.,BOGOTÁ D.C.
fact11019,2024-09-09,12350.0,1.0,ref60,marca2,id4354,EFECTIVO,talla2,color668,fabricante1,claseprod2,tienda108,BOGOTÁ D.C.,BOGOTÁ D.C.
fact257,2024-09-09,15957.98,1.0,ref100,marca1,id16677,EFECTIVO,talla7,color14,fabricante1,claseprod1,tienda12,HUILA,GARZÓN
fact8321,2024-09-09,17638.66,1.0,ref60,marca2,id16678,MULTIPLE,talla6,color209,fabricante1,claseprod2,tienda58,NORTE DE SANTANDER,CÚCUTA
fact11020,2024-09-09,14277.31,1.0,ref83,marca1,id16679,TARJETA DE CREDITO,talla6,color47,fabricante1,claseprod1,tienda11,BOYACÁ,CHIQUINQUIRÁ
fact9171,2024-09-09,840.34,1.0,ref869,marca3,id16680,TRANSACCION TEF,talla8,color30,fabricante30,claseprod27,tienda68,CUNDINAMARCA,CAJICÁ
fact11021,2024-09-09,25201.68,1.0,ref39,marca4,id16681,EFECTIVO,talla15,color370,fabricante1,claseprod1,tienda21,BOYACÁ,TUNJA
fact11022,2024-09-09,0.01,1.0,ref150,marca3,id16682,TARJETA DE DEBITO,talla8,color30,fabricante1,claseprod16,tienda39,BOGOTÁ D.C.,BOGOTÁ D.C.
fact11023,2024-09-09,9235.29,1.0,ref12,marca4,id16683,EFECTIVO,talla7,color567,fabricante1,claseprod1,tienda9,RISARALDA,PEREIRA
fact11024,2024-09-09,19319.33,1.0,ref968,marca4,id16684,EFECTIVO,talla36,color182,fabricante2,claseprod4,tienda73,ANTIOQUIA,CALDAS
fact11025,2024-09-09,22680.67,1.0,ref18,marca1,id16685,EFECTIVO,talla2,color1,fabricante1,claseprod1,tienda23,TOLIMA,IBAGUÉ
fact8983,2024-09-09,10915.97,1.0,ref48,marca5,id16686,TRANSACCION TEF,talla6,color363,fabricante1,claseprod3,tienda51,VALLE DEL CAUCA,VALLEDUPAR
fact11026,2024-09-09,14277.31,1.0,ref106,marca1,id16687,EFECTIVO,talla6,color1107,fabricante1,claseprod7,tienda49,BOGOTÁ D.C.,BOGOTÁ D.C.
fact5230,2024-09-09,9235.29,1.0,ref619,marca2,id16688,EFECTIVO,talla32,color30,fabricante3,claseprod26,tienda48,META,GRANADA
fact11027,2024-09-09,21000.0,1.0,ref8,marca2,id16689,TARJETA DE CREDITO,talla6,color1177,fabricante1,claseprod2,tienda47,BOGOTÁ D.C.,BOGOTÁ D.C.
fact11028,2024-09-09,39487.39,1.0,ref169,marca2,id16690,EFECTIVO,talla7,color6,fabricante1,claseprod3,tienda15,CALDAS,MANIZALES
fact11029,2024-09-09,33605.04,1.0,ref115,marca1,id16691,EFECTIVO,talla6,color5,fabricante1,claseprod1,tienda111,S/I,S/I
fact10966,2024-09-09,25201.68,1.0,ref26,marca2,id16692,TARJETA DE DEBITO,talla2,color24,fabricante1,claseprod9,tienda22,ANTIOQUIA,MEDELLÍN
fact10324,2024-09-09,16798.32,1.0,ref570,marca1,id16693,EFECTIVO,talla13,color30,fabricante3,claseprod4,tienda40,ANTIOQUIA,EL CARMEN DE VIBORAL
fact11030,2024-09-09,13436.97,1.0,ref295,marca1,id16694,TARJETA DE CREDITO,talla2,color1237,fabricante1,claseprod1,tienda37,ANTIOQUIA,SABANETA
fact11031,2024-09-09,9235.29,1.0,ref12,marca4,id16695,TRANSACCION TEF,talla2,color6,fabricante1,claseprod1,tienda19,BOGOTÁ D.C.,BOGOTÁ D.C.
fact9522,2024-09-09,17638.66,1.0,ref33,marca2,id16696,TARJETA DE CREDITO,talla3,color27,fabricante1,claseprod2,tienda107,QUINDÍO,ARMENIA
fact11032,2024-09-09,7554.62,2.0,ref240,marca2,id16697,TARJETA DE DEBITO,talla10,color5,fabricante3,claseprod8,tienda16,RISARALDA,SANTA ROSA DE CABAL
fact11033,2024-09-09,11756.3,1.0,ref128,marca16,id16698,EFECTIVO,talla21,color1238,fabricante1,claseprod14,tienda15,CALDAS,MANIZALES
fact11034,2024-09-09,12596.64,1.0,ref258,marca1,id16699,TARJETA DE DEBITO,talla6,color14,fabricante1,claseprod1,tienda60,ANTIOQUIA,BELLO
fact11035,2024-09-09,19319.33,2.0,ref45,marca1,id16700,TARJETA DE DEBITO,talla13,color30,fabricante3,claseprod12,tienda7,ANTIOQUIA,EL SANTUARIO
